name,POS,lexical_function,targets,example,group_id
régler,verbe,Able_2,['réglable'],"Il y avait un curseur pour régler le débit, un long tuyau, une sorte de lunette qui passait derrière les oreilles...",régler||verbe||Able_2
adaptable,adjectif,Able_2,['adapter'],"...aspirateur tout neuf avec une flopée de bidules adaptables pour gober même les poussières invisibles. Je ferai un effort, tant pis si extraire...",adaptable||adjectif||Able_2
augmenter,verbe,Able_2,['augmentable'],"Pour permettre d’augmenter la capacité d’accueil de la salle André-Plumet, la municipalité va procéder...",augmenter||verbe||Able_2
vélo,nom,Able_2,['cyclable'],"Stretching, vélo ou marche à pied sont recommandés.",vélo||nom||Able_2
achetable,adjectif,Able_2,['acheter'],"...estimable, rien n’est respectable, tout est achetable.",achetable||adjectif||Able_2
bouffer,verbe,Able_2,"['mangeable', 'comestible']",...chasser l’essaim d’une manière ou d’une autre et bouffer le miel.,bouffer||verbe||Able_2
dater,verbe,Able_2,['datable'],"De même, rien ne permet de dater le cliché avec exactitude, si ce n’est la mention figurant au dos : N° 8 PS...",dater||verbe||Able_2
licencier,verbe,Able_2,['licenciable'],...un entretien préalable s’il envisage de le licencier.,licencier||verbe||Able_2
supposer,verbe,Able_2,['supposable'],"...adolescent, à la veille de son bac de philo : j’étais d’ailleurs supposé « réviser ». Au vrai, je n’ouvris pas un manuel. Ivre de...",supposer||verbe||Able_2
absorber,verbe,Able_2,['absorbable'],"...Et mes selles boivent la graisse, le cuir l’absorbe vraiment, à une vitesse stupéfiante pour ma selle d’amazone.",absorber||verbe||Able_2
transporter,verbe,Able_2,['transportable'],"...tant d’activité ; elle se mit au travail. Pour transporter les meubles jusqu’à la charrette à bras, Adèle les soulevait d’un côté tandis...",transporter||verbe||Able_2
repérer,verbe,Able_2,['repérable'],"...peur soudain et a dit : « Je vais vous faire repérer, avec mon ballon ».",repérer||verbe||Able_2
débit,nom,Able_2,['débitable'],Dans le débit d’un bois cadrané on est contraint d’éliminer les parties intéressées par les...,débit||nom||Able_2
naviguer,verbe,Able_2,['navigable'],"...fleuve, vaste comme un bras de mer, sur lequel naviguent pirogues et bateaux à aubes, et les affluents, la rivière d’Ahoada avec ses...",naviguer||verbe||Able_2
composer,verbe,Able_2,['composable'],"On pouvait, si on le voulait, composer un bouquet de fleurs en matière plastique.",composer||verbe||Able_2
oublier,verbe,Able_2,['oubliable'],"...par sa démarche caractéristique et personne n’oubliera sa grande silhouette lorsqu’il circulait sur sa bicyclette, « au ralenti ».",oublier||verbe||Able_2
avouer,verbe,Able_2,['avouable'],"Elle eut un bref sourire pour m’avouer que c’était d’ailleurs son désir, puisque la France ne lui ferait jamais, disait-il,...",avouer||verbe||Able_2
communiquer,verbe,Able_2,['communicable'],"...et en redemandait ; et le lendemain matin il communiqua à Patrick ses coordonnées personnelles, lui demanda de rester en contact, et...",communiquer||verbe||Able_2
influencer,verbe,Able_2,['influençable'],"...chant des sirènes du capitalisme américain), a fortement influencé ce courant.",influencer||verbe||Able_2
transporter,nom,Able_2,['transportable'],"...Berthelming près de Sarrebourg en Moselle. « Ce train transportait du gaz liquéfié du type propane, seuls deux wagons sont sortis des rails en...",transporter||nom||Able_2
mépriser,verbe,Able_2,['méprisable'],"...leur dire la messe, nos ancêtres, se sentant méprisés, l’avaient menacé de représailles.",mépriser||verbe||Able_2
réalisation,nom,Able_2,['réalisable'],...avait couru hier. Cela a été comme la brusque réalisation d’un mauvais rêve.,réalisation||nom||Able_2
remuer,verbe,Able_2,['remuable'],...Boches approchaient derrière nous à les entendre remuer les feuilles.,remuer||verbe||Able_2
trouver,verbe,Able_2,['trouvable'],"...fasse quelque chose pour me racheter, que je trouve un trésor.",trouver||verbe||Able_2
détacher,verbe,Able_2,['détachable'],"...plume, tira de sa poche un grand carnet, en détacha une feuille qu’il plia en deux, déplia, posa sur le pont.",détacher||verbe||Able_2
sympathie,nom,Able_2,"['sympa', 'sympathique']","...d’apprendre mes leçons, et que je le fais par sympathie pour le professeur qui, lui, enseigne avec tant de foi.",sympathie||nom||Able_2
compréhension,nom,Able_2,['compréhensible'],...objet de connaissance. Elle me donnerait de la compréhension des choses.,compréhension||nom||Able_2
respirer,verbe,Able_2,['respirable'],...je parle à un vieil homme de la famille qui respire grâce à un extracteur d’oxygène auquel il est relié par le nez. Il interrompt...,respirer||verbe||Able_2
compenser,verbe,Able_2,['compensable'],Était-ce pour compenser l’aspect si conventionnel du mariage que nous n’avions invité personne ?,compenser||verbe||Able_2
accéder,verbe,Able_2,['accessible'],...marches de l’imposant escalier d’honneur afin d’accéder aux étages. Salle d’interprétation au premier étage : Plongez au cœur de l’univers...,accéder||verbe||Able_2
écraser,verbe,Able_2,['écrasable'],"...de respirer ? Je ne vois pas pourquoi vous écraseriez une araignée qui ne vous a rien fait. Si encore c’était pour la manger, je comprendrais.",écraser||verbe||Able_2
connaissance,nom,Able_2,['connaissable'],...plus loin possible dans la connaissance de la philosophie du judo ».,connaissance||nom||Able_2
déprimer,verbe,Able_2,['déprimant'],"...Pour un rien, elle a des fureurs, après, elle déprime. Les dyslexiques, c’est délicat.",déprimer||verbe||Able_2
cafardeux,adjectif,Able_2,['cafardeux'],"...phrase de Picasso, un jour où il était cafardeux et où je trouvais que le poisson qu’il peignait avait l’air, lui aussi, assez triste.",cafardeux||adjectif||Able_2
adapter,verbe,Able_2,['adaptable'],"...sur le corps de l’appareil, afin de pouvoir y adapter un tube souple, sur lequel peuvent être fixées différentes bouches ou becs aspirateurs...",adapter||verbe||Able_2
juger,verbe,Able_2,['jugeable'],"Dans sa robe, le magistrat devant juger l’affaire risque, lui aussi, d’en tomber des nues.",juger||verbe||Able_2
explorer,verbe,Able_2,['explorable'],"...arrive d’aller user nos semelles en altitude, d’explorer versants et lacs.",explorer||verbe||Able_2
évaluer,verbe,Able_2,['évaluable'],"Dans le domaine de l’expertise, ils évaluent des biens forestiers à l’occasion de succession, de donation, d’achat, de vente,...",évaluer||verbe||Able_2
trier,verbe,Able_2,['triable'],"Il faut trier, choisir, donner. Le survêtement flambant neuf à Jérémie. Le pull en cachemire...",trier||verbe||Able_2
expliquer,verbe,Able_2,['explicable'],"Boris et moi, d’expliquer : les navires de guerre n’étaient plus d’immobiles entités, à x carreaux sur...",expliquer||verbe||Able_2
admettre,verbe,Able_2,['admissible'],"...faite pour le maintenir. Du moment que nous avions admis l’immense violence de la conquête, faire ceci ou cela n’était plus que des états...",admettre||verbe||Able_2
croire,verbe,Able_2,['crédible'],"...dirai le contraire, je te supplierai de ne pas croire ce que je viens de dire, mais il faut que tu saches qu’alors je mentirai.",croire||verbe||Able_2
s’ébahir,verbe pronominal,Able_2,['ébahissant'],"...l’autre nous semblait plus silencieux, il ne s’ébahissait plus de rien.",s’ébahir||verbe pronominal||Able_2
angoisse,nom,Able_2,['angoissant'],"...moralement. Et ce, pour deux raisons. L’une est l’angoisse qui le hante à l’idée de ne plus pouvoir jouer du piano — ou du synthé. L’autre...",angoisse||nom||Able_2
décrire,verbe,Able_2,['descriptible'],"Elle le racontait avec force détails, en décrivant les personnages, leurs gestes.",décrire||verbe||Able_2
pardonner,verbe,Able_2,['pardonnable'],...Auguste commit une faute que Lazélie ne lui pardonna jamais.,pardonner||verbe||Able_2
s’alarmer,verbe pronominal,Able_2,['alarmant'],Qui donc pourrait s’étonner ou s’alarmer d’un mouvement aussi conforme aux conditions modernes de l’équilibre de notre...,s’alarmer||verbe pronominal||Able_2
tuer,verbe,Able_2,['tuable'],"...encerclés, plutôt que de se rendre, avaient préféré tuer leur otage et tirer sur les forces de l’ordre, qui avaient pris la maison d’assaut.",tuer||verbe||Able_2
deviner,verbe,Able_2,['devinable'],"...moi. Et lorsque dans un groupe on s’amuse à deviner les signes du zodiaque, on pense toujours que je suis Lion, ou Bélier, ou Taureau...",deviner||verbe||Able_2
constater,verbe,Able_2,['constatable'],En passant rue du Maine elle constata que Chez Maria était noir de monde et qu’il devait s’y trouver certains de ses...,constater||verbe||Able_2
incliner,verbe,Able_2,['inclinable'],...la main un simple bougeoir sur l’étagère ; j’inclinai le flambeau et j’allumai sa bougie aux miennes : il se fit sur le mur une onde...,incliner||verbe||Able_2
connaître,verbe,Able_2,['connaissable'],...mouche. Détail que seul l’auteur du crime peut connaître et donc donner.,connaître||verbe||Able_2
supprimer,verbe,Able_2,['supprimable'],...d’une taille de nettoyage qui a pour but de supprimer le bois mort.,supprimer||verbe||Able_2
critiquer,verbe,Able_2,['critiquable'],"On a beaucoup critiqué Aguibou Tall pour son ralliement, mais l’honnêteté oblige...",critiquer||verbe||Able_2
exiger,verbe,Able_2,['exigible'],"Les malfaiteurs font le tour des caisses, exigeant leur contenu. Estimant sans doute que l’une des employées ne va pas assez vite,...",exiger||verbe||Able_2
appliquer,verbe,Able_2,['applicable'],"...gris fer témoigne, parce que sur le bois on a appliqué un reste de peinture automobile, que rien n’a changé depuis votre départ d’ici...",appliquer||verbe||Able_2
récolter,verbe,Able_2,['récoltable'],"Vous aimiez votre jardin, vous y avez récolté les fruits, les légumes et les fleurs pour le plaisir de les porter à votre...",récolter||verbe||Able_2
écouter,verbe,Able_2,['écoutable'],"...dramatiques, sursautait, haletait — mais nous l’écoutions avec plaisir.",écouter||verbe||Able_2
voir,verbe,Able_2,['visible'],"...d’oiseaux, ni rien de ce genre, et pourtant on voit des milliers de points qui bougent dans le ciel, comme s’il y avait là-haut...",voir||verbe||Able_2
accepter,verbe,Able_2,['acceptable'],"...amour, s’il te plaît, reviens. Je ne peux pas accepter cette situation. Je t’aime.",accepter||verbe||Able_2
consommer,verbe,Able_2,['consommable'],...est l’aliment de base des Vietnamiens qui en consomment si possible une livre par jour et par personne.,consommer||verbe||Able_2
recommander,verbe,Able_2,['recommandable'],"Elle me reconnut. Sur-le-champ, elle me recommanda à Amadou Kisso Cissé en lui donnant des renseignements sur ma famille, recommandation...",recommander||verbe||Able_2
glisser,verbe,Able_2,['glissant'],"Un soir d’hiver, après son travail, elle glissa sur une plaque de verglas en rentrant chez elle — un minuscule deux pièces dans...",glisser||verbe||Able_2
défendre,verbe,Able_2,['défendable'],"...nobles, autour du roi, avait été, jadis, de défendre contre l’ennemi ceux qui s’étaient mis sous leur protection et de faire la guerre...",défendre||verbe||Able_2
multiplier,verbe,Able_2,['multipliable'],...en France serait possible. Je crois qu’il a multiplié les démarches.,multiplier||verbe||Able_2
éviter,verbe,Able_2,['évitable'],"...d’eau, les enfants des bottes montantes afin d’éviter les morsures de serpent et que la météo ne prévoyait aucun coup de tabac dans...",éviter||verbe||Able_2
appareiller,verbe,Able_2,['appareillable'],"...que Louna piquait son patient, l’intubait, l’appareillait.",appareiller||verbe||Able_2
vaccin,nom,Able_2,['vaccinable'],"Ce vaccin a le grand avantage de se présenter sous la forme d’une poudre pour prise orale,...",vaccin||nom||Able_2
décoller,verbe,Able_2,['décollable'],...nouvelle toile ou un nouveau panneau puis on décolle le cartonnage.,décoller||verbe||Able_2
allonger,verbe,Able_2,['allongeable'],...chercher des boules d’améthyste égyptiennes pour allonger mon collier.,allonger||verbe||Able_2
exporter,verbe,Able_2,['exportable'],"Elle avait entendu dire qu’une fois on avait exporté vers la Belgique des fourrures venues de Sibérie, le produit étant transféré...",exporter||verbe||Able_2
traduire,verbe,Able_2,['traduisible'],"...quelque argent à un traitement un peu mince, il traduit d’anglais en italien des romans policiers.",traduire||verbe||Able_2
honte,nom,Able_2,['honteux'],"...sont vraiment pas fiers, ils devraient avoir honte, quel ramassis de voyous.",honte||nom||Able_2
initial,adjectif,Adv_0,['initialement'],"...fuguée, avant un dernier da capo de la mélodie initiale.",initial||adjectif||Adv_0
évidence,nom,Adv_0,['évidemment'],"Aucun, non plus, n’avait ressenti avec plus d’évidence que, pour les besoins du commerce, pour les nécessités militaires, pour l’administration...",évidence||nom||Adv_0
banal,adjectif,Adv_0,['banalement'],"...intelligent, et médecin en plus, c’était pas banal.",banal||adjectif||Adv_0
international,adjectif,Adv_0,['internationalement'],...l’Europe n’est pas un acteur majeur sur la scène internationale occupée par les États-Unis.,international||adjectif||Adv_0
cérébral,adjectif,Adv_0,['cérébralement'],"...père, ma mère fut victime d’une hémorragie cérébrale qui la laissa, hémiplégique à cinquante-deux ans, infirme à vie.",cérébral||adjectif||Adv_0
valable,adjectif,Adv_0,['valablement'],...être en couple ne le soit pas pour des raisons valables.,valable||adjectif||Adv_0
divers,adjectif,Adv_0,['diversement'],"...comme jamais auparavant de cette population diverse, bigarrée, qui se presse dans le métro parisien. Combien de pays sont-ils représentés...",divers||adjectif||Adv_0
limite,nom,Adv_0,['limite'],"...décontractée, attention toutefois à ne pas franchir les limites du ridicule avec un seul pan sortie du pantalon ou avec une chemise trop large....",limite||nom||Adv_0
